TotalCharges,MonthlyCharges,SeniorCitizen,tenure,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
2863.874452353205,94.89654637028764,1,30,0,0,0,1,2,1,0,0,0,1,1,1,0,0,1,1
1055.6144521351523,85.88799323765596,0,12,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
7325.693177497152,105.9358456357392,0,68,1,0,0,1,2,1,0,0,2,1,2,2,1,1,0,1
70.75716832191462,70.75716832191462,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
90.70891164041532,50.71555586502929,0,2,1,0,0,0,0,0,0,0,2,0,2,1,0,0,1,1
226.61086448222486,73.31751227163298,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
81.0196676542812,45.731994074312766,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
145.91985277073078,72.57960816130257,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1059.4402172666441,101.02709680277408,0,10,0,0,0,1,1,1,0,0,2,0,2,2,0,1,2,1
4152.2545788064845,90.93639984704018,0,47,1,0,0,1,2,1,1,2,0,0,0,1,0,1,2,1
1403.4394367939167,94.53112289557392,0,14,0,0,0,1,1,1,0,1,0,0,2,2,0,0,2,1
20.2,20.2,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,1
660.5208677213195,71.57798693275373,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1
830.9154925596613,86.35449001716059,0,10,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,1
521.7330279871231,76.13847121296521,0,7,0,0,0,1,1,0,0,0,0,1,2,1,0,1,2,1
1634.689878852058,47.648921600918115,0,35,0,1,0,0,1,0,0,2,0,0,2,0,0,0,2,1
370.2531045601821,88.69191722046041,0,4,0,0,0,1,0,1,0,0,0,0,2,1,0,1,2,1
1515.5066435910312,102.67083778670444,0,14,0,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1
363.9424270103681,79.79488341994883,0,4,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1
257.2821277201147,74.79380223982241,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
4119.604311252114,102.50769704946411,0,40,1,0,0,1,2,1,0,1,0,0,2,2,0,0,1,1
70.98306463815467,70.98306463815467,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
415.047392657594,64.8633189911081,0,6,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,1
69.73168689399294,69.73168689399294,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1
7837.4938054745035,109.66014086935259,0,69,0,1,0,1,2,1,0,2,2,2,2,2,1,1,0,1
75.77191680471829,75.77191680471829,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1
49.24012071454,49.24012071454,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
2576.8955820707706,78.91901364877718,0,32,1,0,1,1,1,0,0,1,0,1,2,1,0,0,2,1
50.21078163520797,50.21078163520797,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,2,1
1060.3996562347515,100.11662174744342,0,10,0,0,0,1,1,1,0,0,2,0,2,2,0,1,2,1
145.89488524275146,70.11821358115806,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
2420.684234675593,72.03342692959384,0,33,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
45.38420805453556,45.38420805453556,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1
326.485948291298,74.7933479219501,0,4,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1
2927.517477733455,59.857375022689375,0,48,0,0,0,1,1,0,2,1,0,0,0,0,0,1,1,1
24.328240517928048,24.328240517928048,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1
414.4259025763955,68.55623106779461,0,6,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,1
238.47294928650442,52.217491355337096,0,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1
368.31902615433376,40.42912330732268,0,11,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1
993.3652610941833,63.34806111640362,0,15,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,1
4743.022195785692,97.7129061648841,0,47,0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,1
1979.9684887848514,67.41779161237541,0,29,0,0,0,1,0,0,2,1,2,0,0,1,0,0,0,1
79.55,79.55,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,2,1
69.3476768682531,69.3476768682531,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
416.9515737368504,45.15,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
1104.4850423359478,81.66355395501053,0,14,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,1
417.5086857237366,84.95248936926528,0,5,0,0,0,1,0,1,0,0,2,0,1,0,0,1,2,1
7007.195034520209,99.56161918691265,0,68,0,1,1,1,2,1,0,0,2,0,2,2,0,1,1,1
4340.253708566694,85.14431485488888,0,52,1,0,0,1,0,1,0,1,0,0,0,1,0,0,2,1
168.78894102013146,19.68076727991192,0,9,0,1,0,1,0,2,1,1,1,1,1,1,0,0,1,1
84.49693067914684,84.49693067914684,0,1,0,0,0,1,0,1,0,1,0,0,2,0,0,0,1,1
49.66331732525467,49.66331732525467,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3,1
262.5674605105042,86.82769620197696,0,3,0,0,1,1,2,1,0,0,0,0,0,2,0,0,0,1
35.23221322331056,35.23221322331056,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1
1129.7184981238156,100.21931454735345,0,11,0,0,0,1,1,1,0,0,1,0,2,2,0,1,2,1
2124.1668374532956,78.11563512258711,0,28,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
1202.9496262992677,90.28754411744757,0,13,0,0,0,1,0,1,0,0,0,0,1,2,0,1,1,1
4730.254435803253,96.08961438341836,0,49,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1
24.99681765000595,24.99681765000595,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1
73.59253061380447,73.59253061380447,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1
789.527469948916,84.23295030415167,0,8,1,0,0,1,2,1,0,0,0,0,0,1,0,1,2,1
257.6110348287834,91.37583508018953,0,3,1,0,0,1,2,1,0,0,1,0,0,2,0,0,2,1
2190.123953438757,85.63714964022859,0,25,1,0,0,1,2,1,0,1,0,0,1,0,0,1,2,1
2492.205489011783,96.6679086510466,0,25,0,0,0,1,2,1,1,1,0,0,0,2,0,1,2,1
370.4029574273468,89.41470139935261,0,4,0,0,0,1,2,1,0,0,1,0,0,2,0,1,2,1
453.9809215566887,92.7446823175149,0,4,0,0,0,1,1,1,0,2,0,0,2,0,0,1,2,1
6976.826923358683,105.97585120260138,0,66,0,1,0,1,2,1,0,0,2,1,2,2,1,1,1,1
47.90232549272672,24.478233367910647,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
55.8194244418581,55.8194244418581,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,1
4216.520260744675,96.77255795800315,0,44,1,0,0,1,2,1,0,0,0,1,1,1,0,0,1,1
2497.4018233424117,102.774544164397,1,24,0,0,0,1,1,1,0,2,2,0,2,2,0,1,1,1
1618.017532656303,62.921970619013294,0,30,0,1,0,0,1,0,1,2,0,1,1,0,1,0,3,1
134.80187113748923,45.18719825681397,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
269.7158852946116,73.79216335204968,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1
6545.494276226074,105.52179430375591,0,61,1,0,0,1,2,1,2,2,0,0,1,2,1,0,2,1
412.69629589236314,80.03861558538291,0,5,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,1
577.6347712317641,89.28013072470623,0,6,0,0,0,1,0,1,0,0,0,0,2,1,0,0,2,1
1394.893738779617,48.63844880505094,0,30,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2017.7050264560846,70.1432964994601,0,29,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1
50.74909044867184,50.74909044867184,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1
1504.2055843481342,58.08668846459966,0,25,0,1,0,0,0,0,1,2,1,0,1,1,0,1,0,1
434.14815254292995,74.95977331156038,0,6,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1
181.3928959842147,86.2456423048172,0,2,0,0,0,1,0,1,1,1,0,1,0,0,0,1,2,1
524.7282462688677,79.61645870654078,0,7,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,1
818.0291620016031,94.42965806353742,0,8,0,0,0,1,2,1,0,0,1,0,2,1,0,1,2,1
6263.064894408791,106.32275400033103,0,59,1,1,0,1,2,1,1,2,2,1,2,0,0,1,2,1
3535.074828581101,76.16289076294491,0,48,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1
225.90455673968435,19.68934324478256,0,11,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,1
178.45447063708738,49.97174986149307,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1
440.10218091739546,47.54683905556504,0,9,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
644.3858875412407,80.07514167572599,0,8,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1
510.76607375736245,95.14732748578554,0,5,0,0,0,1,0,1,0,2,0,0,1,2,0,1,2,1
1853.9412856785752,83.52818942486368,0,22,0,0,0,1,0,1,0,1,0,0,0,1,0,1,2,1
90.80447939247426,90.80447939247426,0,1,1,0,0,1,1,1,0,1,0,0,0,2,0,1,1,1
1346.5555237487135,85.41419669860726,1,15,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,1
604.914074680199,79.16202547895136,0,7,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1
3064.2326077904104,96.86889363435883,0,32,0,0,0,1,1,0,0,2,1,0,2,2,1,0,1,1
1331.9184764159884,81.92172068505785,1,16,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
4212.824783831485,101.84135442325562,0,41,1,0,0,1,2,1,0,0,1,2,2,2,1,1,2,1
2361.9786401231954,90.20542167951399,0,26,0,1,0,1,0,1,0,0,0,0,1,1,0,1,2,1
998.9928946907348,74.0344816426744,0,13,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,1
1146.8984591219084,75.54129913416507,1,15,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
3863.327205012713,86.66890709790087,0,45,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,1
20.017665799138385,20.017665799138385,0,1,1,0,0,1,0,2,1,1,1,1,1,1,0,0,1,1
3969.0471238209298,85.35989859059413,0,45,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
1078.889044426435,94.00480507612504,0,10,0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,1
197.41043007017385,95.24037909510285,0,2,1,0,0,1,0,1,0,0,1,0,2,2,0,1,2,1
220.5396859741054,28.608175417762833,0,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1
947.994317907597,75.8600805981897,0,12,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
1427.0476407635265,89.69168748954517,0,15,0,0,0,1,1,1,0,2,0,0,0,1,0,0,1,1
5610.777464142292,94.78475980242519,0,59,0,1,0,1,0,1,0,2,0,0,2,2,0,1,2,1
556.0212717000634,73.00064972400733,0,7,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
80.84864334265455,80.84864334265455,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,1
221.71839886371225,44.26065016428693,0,4,1,0,0,0,0,0,2,0,1,1,0,0,0,0,2,1
25.058386421996175,25.058386421996175,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1
1068.8704315502594,40.44961647277404,0,27,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1
173.6664778977539,45.875824605731516,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
79.05029778727285,79.05029778727285,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,1
740.952654040667,68.64829139004182,0,10,0,1,0,1,1,0,0,0,0,1,0,1,0,1,2,1
5773.695233306742,105.88682722126049,0,54,0,1,0,1,2,1,2,1,0,0,2,2,1,0,0,1
113.82831919782305,55.77157947977176,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1
1080.932857656524,102.29087044229367,0,10,0,0,0,1,0,1,1,1,1,0,2,2,0,1,2,1
158.7215861819121,55.145239846465685,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1
86.8969484518896,45.28492371129724,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1
91.1884038999373,91.1884038999373,0,1,0,0,0,1,0,1,0,1,0,1,2,0,0,0,2,1
70.2958488987149,70.2958488987149,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1
1837.1263431012562,81.49289136173851,0,24,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1
1759.693021919729,81.86814611109922,0,21,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1
2811.3088859277964,99.38326407110979,0,28,0,0,0,1,2,1,0,0,0,1,1,2,0,1,1,1
20.130557483115403,20.130557483115403,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,1
6857.746489174284,99.89352902604736,1,66,1,1,0,1,2,1,0,0,0,1,2,2,0,1,1,1
229.06078882051716,76.77508531221605,0,3,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1
58.434166638335995,21.864944238574907,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
4343.716694539317,87.79137755246664,1,51,0,0,0,1,2,0,1,2,0,1,2,2,0,0,0,1
1284.4359054853162,74.09994747848984,0,15,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,1
394.15645646526616,36.29705789735184,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3413.2396342959732,104.98577805192704,0,32,0,0,0,1,2,1,0,2,1,0,2,2,0,1,1,1
777.839391965148,95.5533700544931,0,8,0,0,0,1,2,1,0,0,0,0,2,1,0,0,0,1
165.57069436384086,85.99021397049938,0,2,1,0,0,1,1,1,0,0,0,0,0,2,0,1,2,1
1468.2283757050807,77.2034459844243,1,19,1,0,0,1,1,1,0,0,1,0,0,0,0,1,2,1
1063.0247329443175,97.54122157386257,0,11,0,0,0,1,0,1,0,0,1,0,2,2,0,1,2,1
3969.368880570987,85.124477716051,1,46,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
2573.3690281975314,71.95140272786382,0,35,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1
931.8406314763474,69.712440140853,0,12,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1
4871.675953603463,89.39246048733668,0,54,0,1,0,1,1,1,0,2,1,0,0,0,0,1,1,1
145.38851168676717,73.37078231356779,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
5025.250304703644,100.99114118081032,0,50,0,0,0,1,1,1,0,1,2,0,2,2,0,1,0,1
1425.3946242214136,82.86939972380837,0,17,0,0,0,1,2,0,0,0,1,1,1,2,0,0,1,1
929.2300214724377,71.64452155343817,0,11,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1
652.160971627413,88.51413780633195,0,7,0,0,0,1,1,1,0,0,0,0,0,2,0,1,2,1
164.7468528480925,78.3648812412588,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,1
75.88565308215578,75.88565308215578,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,1
79.01498045806056,79.01498045806056,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,1
2480.2505123091637,105.4181404099631,0,23,1,0,0,1,1,1,0,2,1,0,2,2,0,1,2,1
74.41068587984101,74.41068587984101,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1
721.6441340925919,79.7630905227437,0,9,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,1
1715.9351021495563,50.652727838405056,0,34,1,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1
104.9888441184278,24.28998210647794,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1739.6695043734464,81.43579639861807,0,21,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,1
395.50842829587737,96.84259185053082,0,4,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1
1764.4071822127078,79.68503057497833,0,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1
1608.43000950203,67.29965494242134,0,24,0,1,0,1,2,0,0,1,0,1,0,0,0,0,2,1
4539.9144875860275,99.6658402430349,1,45,0,1,0,1,2,1,0,0,1,1,1,2,0,0,1,1
109.01838378790053,34.87441151730945,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
498.17892925114813,94.31653781169503,0,5,1,0,0,1,0,1,0,0,1,0,2,1,0,1,1,1
3076.570654026448,89.6372618866499,0,35,0,0,0,1,0,1,0,0,2,1,0,2,0,1,2,1
5114.621561913713,107.1744942983851,0,48,0,0,0,1,2,1,0,2,2,0,2,2,0,1,0,1
54.554817219879,54.554817219879,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
46.06325944168066,46.06325944168066,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
6514.351683854625,104.53909045590434,0,60,0,0,0,1,2,1,2,2,0,1,0,2,1,0,1,1
1061.4292400554198,96.74136625453593,0,12,0,0,0,1,0,1,0,0,2,0,2,1,0,1,2,1
522.6901618926698,79.35556793634656,0,6,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,1
2666.154947310627,93.58084157262327,0,28,1,0,0,1,2,1,1,1,0,0,0,2,0,1,1,1
71.03666391743583,71.03666391743583,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
5780.963201041903,106.21788631807064,0,53,0,0,0,1,2,1,1,0,2,0,2,2,0,0,1,1
49.28899396504167,49.28899396504167,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1
4141.807116496883,90.39882270668069,0,47,1,0,0,1,2,1,0,1,2,0,0,0,0,0,1,1
3015.4861080137925,80.77490084960638,0,37,1,1,0,1,0,1,1,1,0,0,0,0,0,1,2,1
1147.5997029566734,74.69833668841736,0,15,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
74.29297525776474,74.29297525776474,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1
642.2168217224413,71.27789063717327,0,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1
3020.3093448640916,95.12332215814925,0,32,1,0,0,1,1,1,0,0,0,0,2,1,0,1,1,1
44.48061319221153,44.48061319221153,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
1422.553560634616,88.6728017152499,0,15,0,0,0,1,2,1,0,0,1,0,0,2,0,0,2,1
19.72746848649733,19.72746848649733,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,1
80.37603337993804,80.37603337993804,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,2,1
582.1524841167153,84.12794703899796,0,6,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,1
223.12108821215213,71.35175222076924,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
826.3006216403928,103.93133458501723,1,8,0,0,0,1,2,1,0,1,2,0,2,2,0,1,2,1
3847.674913178108,87.33634015781783,1,44,0,0,0,1,0,1,0,0,0,0,1,1,0,1,2,1
3067.1291185407595,86.65313475854606,0,35,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,1
2368.0547602335523,54.303987458623986,0,43,0,0,0,0,1,0,0,2,2,0,2,2,0,0,2,1
85.2339763688405,85.2339763688405,0,1,0,0,0,1,2,1,0,0,0,0,0,2,0,0,2,1
49.39028299459172,23.66723964100607,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2117.0292205372707,96.90377227094521,0,21,0,0,0,1,2,1,0,0,0,0,2,2,0,1,1,1
347.61447197413946,99.3451782972762,1,4,0,0,0,1,2,1,1,0,0,0,2,1,0,1,2,1
622.7970554256381,74.18640852459411,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1
333.18556277710087,75.08976574908559,0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
7442.9968644121955,110.75062758112016,0,66,1,0,0,1,1,1,0,2,2,2,2,2,1,0,0,1
19.851392753518567,19.851392753518567,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,1
4052.748871277672,92.69344404543259,1,43,0,0,0,1,0,1,0,1,0,1,1,2,0,0,1,1
2640.8967049620965,91.45143385077223,0,29,0,1,0,1,0,1,1,0,0,0,1,2,0,0,1,1
178.79936441756735,19.327702813329847,0,10,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,1
81.74619495798149,81.74619495798149,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,2,1
81.01674374811294,81.01674374811294,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,1
235.16619952590793,56.31063856542617,0,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1
367.11406411731485,89.843640122522,0,4,0,1,0,1,2,1,0,2,0,0,1,0,0,1,1,1
4240.021371612794,81.51209635532875,0,50,1,0,0,1,2,1,0,0,1,0,0,0,0,0,1,1
462.1480463730879,89.18028546473943,0,5,0,0,0,1,0,1,0,1,0,1,0,2,0,1,2,1
2301.49508567217,100.27655997051887,0,22,0,0,0,1,0,1,0,2,0,0,2,2,0,1,2,1
3732.928903145996,98.24492542721075,0,38,0,1,0,1,2,1,1,0,1,1,0,2,0,1,1,1
5932.927523176847,89.21916051866248,0,66,0,1,1,1,2,1,0,2,1,0,0,0,0,0,2,1
306.15008615441303,74.99988512744935,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1
3336.3885069801354,79.37322977782402,0,41,0,0,0,1,2,0,1,2,1,1,0,1,0,0,1,1
1050.4184896239435,91.14963828150023,0,12,0,0,0,1,2,1,0,1,0,0,2,0,0,1,0,1
294.2950553794682,96.8683821199314,0,3,0,0,0,1,2,1,0,0,0,0,2,2,0,1,1,1
2649.5139400025223,85.11754236224444,1,32,1,1,0,1,2,1,0,0,0,0,0,2,0,0,2,1
3630.536641429215,103.5744223365125,0,34,0,0,0,1,0,1,0,2,2,0,2,2,0,1,0,1
867.5083809206719,80.15301744248434,0,11,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
6872.025598257304,100.55578757671404,0,65,0,1,0,1,2,1,0,0,0,1,2,2,0,1,1,1
830.7025784759144,80.1600149723442,0,10,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1
19.983753667777265,19.983753667777265,0,1,1,0,0,1,0,2,1,1,1,1,1,1,0,0,2,1
7584.507193929188,110.13686610380273,0,67,1,0,0,1,2,1,0,2,2,2,2,2,1,0,0,1
70.02561041122185,70.02561041122185,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1163.3776911303837,96.03300729370523,0,13,1,1,0,1,0,1,0,0,1,0,1,2,0,1,2,1
473.6191422979232,85.57408850867319,0,5,0,0,0,1,1,1,0,0,0,0,1,0,0,1,2,1
5643.382909967992,105.39430332266441,0,54,0,0,0,1,0,1,2,1,0,1,2,2,1,1,0,1
179.02937788183823,87.60734185876336,0,2,0,0,0,1,1,1,0,0,2,0,0,2,0,1,2,1
193.77001158864562,94.16641297928308,0,2,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,1
20.16864682803294,20.16864682803294,0,1,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,1
3013.6192639101787,79.75959967044798,0,37,1,1,0,1,0,1,1,1,0,0,0,0,0,1,2,1
5512.734635183833,104.59667844454384,1,55,0,0,0,1,2,1,0,2,1,0,2,2,0,1,0,1
5552.154412456525,108.97755437232593,0,50,0,0,0,1,2,1,1,1,0,1,2,2,1,1,1,1
5890.142084608207,103.49742589903701,0,57,0,0,0,1,2,1,0,0,1,2,2,2,0,1,1,1
1472.218854293976,78.16993877991928,1,19,1,0,0,1,1,1,0,0,1,0,0,0,0,1,2,1
4197.911740603135,96.8672513068585,0,42,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1
95.28389871061994,95.28389871061994,0,1,1,0,0,1,1,1,0,0,0,0,2,2,0,1,2,1
398.1303177757835,91.36906127067519,0,4,0,0,0,1,2,1,0,0,0,0,1,1,0,1,2,1
249.68131434336746,80.17537386254673,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,1
35.659678258727716,35.659678258727716,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1
75.60526912610523,75.60526912610523,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1
1059.2465676677361,75.44032129502133,0,15,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
70.10962665678592,70.10962665678592,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
4053.1088329710965,84.77095847995535,0,48,1,0,0,1,1,0,2,0,1,1,1,2,0,0,2,1
2174.43994390397,83.57994068347838,0,25,1,0,0,1,2,1,0,0,0,1,0,0,0,1,2,1
6859.862375128742,98.53395446908276,0,69,0,1,0,1,2,1,0,2,0,0,2,2,1,0,0,1
58.94545819713883,26.96225875889598,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
2330.1445153663944,99.97205823594427,0,22,1,0,0,1,0,1,2,0,0,1,2,2,0,1,1,1
45.31637834832202,45.31637834832202,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
521.3511079163044,75.24044293833727,0,7,0,0,0,1,1,0,0,0,0,1,2,1,0,1,2,1
40.902615767604,40.902615767604,1,1,1,0,0,0,1,0,0,0,2,0,0,2,0,1,2,1
19.252509074356652,19.252509074356652,0,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,1
745.5569038821234,86.5178834737919,0,8,1,0,0,1,1,1,0,0,0,0,0,2,0,1,2,1
633.0775039189391,91.1890742559541,0,7,0,0,0,1,2,1,0,0,0,0,1,2,0,1,1,1
6787.773192867134,99.5,0,66,1,0,0,1,1,1,0,0,2,0,2,2,0,0,1,1
207.69393793908742,73.06846440902751,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
537.289724603287,98.55921030303308,0,5,1,0,0,1,1,1,0,2,2,0,1,2,0,0,2,1
55.00995518823553,55.00995518823553,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1056.3203250559375,58.66319698737518,0,19,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
69.16887735319219,69.16887735319219,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,1
20.439191254983616,20.439191254983616,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,1
2011.0785867737648,51.02254337897155,0,38,0,0,0,0,1,0,0,0,2,0,1,1,0,0,1,1
3205.2511851341305,96.9002666144885,0,34,0,0,0,1,2,1,0,0,0,0,2,1,0,1,2,1
4346.645924904996,102.44842086981068,0,42,1,0,0,1,1,1,0,1,1,0,2,1,0,0,2,1
7670.954110033252,112.56640311376835,0,67,1,0,0,1,2,1,0,2,2,2,2,2,1,1,0,1
178.3129277160895,90.11880640789511,0,2,0,0,0,1,2,1,0,0,1,0,0,2,0,1,2,1
